                                     | Core 0    
  Instructions                       |  249999896
  Cycles                             |  450301440
  IPC                                |       0.56
  Time (ns)                          |  132441600
  Idle time (ns)                     |        -45
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   41554335
  num incorrect                      |    3241037
  misprediction rate                 |      7.24%
  mpki                               |      12.96
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   29935863
    num misses                       |        111
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   93219489
    num misses                       |    1173291
    miss rate                        |      1.26%
    mpki                             |       4.69
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   29935863
    num cache misses                 |        828
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   93219489
    num cache misses                 |   13097456
    miss rate                        |     14.05%
    mpki                             |      52.39
  Cache L2                           |           
    num cache accesses               |   14856087
    num cache misses                 |    2649248
    miss rate                        |     17.83%
    mpki                             |      10.60
DRAM summary                         |           
  num dram accesses                  |   12990244
  average dram access latency (ns)   |    1504.05
  average dram queueing delay        |    1440.24
  average dram bandwidth utilization |     49.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
