                                     | Core 0    
  Instructions                       |  249999891
  Cycles                             |  308431680
  IPC                                |       0.81
  Time (ns)                          |   90715200
  Idle time (ns)                     |        -50
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   34289579
  num incorrect                      |    2087024
  misprediction rate                 |      5.74%
  mpki                               |       8.35
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25452838
    num misses                       |        432
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |  107882931
    num misses                       |     615904
    miss rate                        |      0.57%
    mpki                             |       2.46
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25452838
    num cache misses                 |        792
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |  107882931
    num cache misses                 |    8955623
    miss rate                        |      8.30%
    mpki                             |      35.82
  Cache L2                           |           
    num cache accesses               |    9322819
    num cache misses                 |    2519048
    miss rate                        |     27.02%
    mpki                             |      10.08
DRAM summary                         |           
  num dram accesses                  |    7991913
  average dram access latency (ns)   |    3066.23
  average dram queueing delay        |    3002.42
  average dram bandwidth utilization |     44.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
