                                     | Core 0    
  Instructions                       |  249999895
  Cycles                             |  649873620
  IPC                                |       0.38
  Time (ns)                          |  191139300
  Idle time (ns)                     |        -76
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   39005004
  num incorrect                      |    3363658
  misprediction rate                 |      7.94%
  mpki                               |      13.45
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   30705066
    num misses                       |        100
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   94588056
    num misses                       |    1235683
    miss rate                        |      1.31%
    mpki                             |       4.94
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   30705066
    num cache misses                 |        745
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   94588056
    num cache misses                 |   13092412
    miss rate                        |     13.84%
    mpki                             |      52.37
  Cache L2                           |           
    num cache accesses               |   15050328
    num cache misses                 |    2334807
    miss rate                        |     15.51%
    mpki                             |       9.34
DRAM summary                         |           
  num dram accesses                  |   12335830
  average dram access latency (ns)   |    4517.10
  average dram queueing delay        |    4448.29
  average dram bandwidth utilization |     64.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
