                                     | Core 0    
  Instructions                       |  249999878
  Cycles                             |  534277360
  IPC                                |       0.47
  Time (ns)                          |  157140400
  Idle time (ns)                     |        -32
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   42216281
  num incorrect                      |    4244049
  misprediction rate                 |      9.13%
  mpki                               |      16.98
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   28835058
    num misses                       |        120
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   85908101
    num misses                       |     877675
    miss rate                        |      1.02%
    mpki                             |       3.51
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   28835058
    num cache misses                 |        731
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   85908101
    num cache misses                 |    9193700
    miss rate                        |     10.70%
    mpki                             |      36.77
  Cache L2                           |           
    num cache accesses               |   10218962
    num cache misses                 |    2204045
    miss rate                        |     21.57%
    mpki                             |       8.82
DRAM summary                         |           
  num dram accesses                  |    8820693
  average dram access latency (ns)   |    7271.39
  average dram queueing delay        |    7202.58
  average dram bandwidth utilization |     56.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
