                                     | Core 0    
  Instructions                       |  249999884
  Cycles                             |  163737540
  IPC                                |       1.53
  Time (ns)                          |   48158100
  Idle time (ns)                     |         -2
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   29546561
  num incorrect                      |    1461667
  misprediction rate                 |      4.71%
  mpki                               |       5.85
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   39551269
    num misses                       |    1310458
    miss rate                        |      3.31%
    mpki                             |       5.24
  D-TLB                              |           
    num accesses                     |  123585155
    num misses                       |     171065
    miss rate                        |      0.14%
    mpki                             |       0.68
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   39551269
    num cache misses                 |      34826
    miss rate                        |      0.09%
    mpki                             |       0.14
  Cache L1-D                         |           
    num cache accesses               |  123585155
    num cache misses                 |     607999
    miss rate                        |      0.49%
    mpki                             |       2.43
  Cache L2                           |           
    num cache accesses               |     648541
    num cache misses                 |     189600
    miss rate                        |     29.23%
    mpki                             |       0.76
DRAM summary                         |           
  num dram accesses                  |     353162
  average dram access latency (ns)   |      99.65
  average dram queueing delay        |      30.84
  average dram bandwidth utilization |      7.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
