                                     | Core 0    
  Instructions                       |  249999878
  Cycles                             |  389830400
  IPC                                |       0.64
  Time (ns)                          |  114656000
  Idle time (ns)                     |        -68
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   42216281
  num incorrect                      |    4244049
  misprediction rate                 |      9.13%
  mpki                               |      16.98
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   28835058
    num misses                       |        120
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   85908101
    num misses                       |     877675
    miss rate                        |      1.02%
    mpki                             |       3.51
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   28835058
    num cache misses                 |        731
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   85908101
    num cache misses                 |    9193717
    miss rate                        |     10.70%
    mpki                             |      36.77
  Cache L2                           |           
    num cache accesses               |   10240451
    num cache misses                 |    1995181
    miss rate                        |     19.48%
    mpki                             |       7.98
DRAM summary                         |           
  num dram accesses                  |    9010127
  average dram access latency (ns)   |    1593.91
  average dram queueing delay        |    1530.10
  average dram bandwidth utilization |     39.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
