                                     | Core 0    
  Instructions                       |  249999879
  Cycles                             |  399061400
  IPC                                |       0.63
  Time (ns)                          |  117371000
  Idle time (ns)                     |        -36
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   32085688
  num incorrect                      |    2880784
  misprediction rate                 |      8.24%
  mpki                               |      11.52
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   27438785
    num misses                       |        296
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   95199337
    num misses                       |    1678351
    miss rate                        |      1.76%
    mpki                             |       6.71
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   27438785
    num cache misses                 |        821
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   95199337
    num cache misses                 |   11367295
    miss rate                        |     11.94%
    mpki                             |      45.47
  Cache L2                           |           
    num cache accesses               |   11910964
    num cache misses                 |    3009563
    miss rate                        |     25.27%
    mpki                             |      12.04
DRAM summary                         |           
  num dram accesses                  |   10142564
  average dram access latency (ns)   |    3497.49
  average dram queueing delay        |    3433.69
  average dram bandwidth utilization |     43.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
