                                     | Core 0    
  Instructions                       |  249999895
  Cycles                             |  439074980
  IPC                                |       0.57
  Time (ns)                          |  129139700
  Idle time (ns)                     |         -5
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   39005004
  num incorrect                      |    3363658
  misprediction rate                 |      7.94%
  mpki                               |      13.45
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   30705066
    num misses                       |        100
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   94588056
    num misses                       |    1235683
    miss rate                        |      1.31%
    mpki                             |       4.94
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   30705066
    num cache misses                 |        745
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   94588056
    num cache misses                 |   13092413
    miss rate                        |     13.84%
    mpki                             |      52.37
  Cache L2                           |           
    num cache accesses               |   15029353
    num cache misses                 |    2319027
    miss rate                        |     15.43%
    mpki                             |       9.28
DRAM summary                         |           
  num dram accesses                  |   12240229
  average dram access latency (ns)   |    1718.64
  average dram queueing delay        |    1654.84
  average dram bandwidth utilization |     47.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
