                                     | Core 0    
  Instructions                       |  249999901
  Cycles                             |  357845920
  IPC                                |       0.70
  Time (ns)                          |  105248800
  Idle time (ns)                     |        -50
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   44561266
  num incorrect                      |    1983927
  misprediction rate                 |      4.26%
  mpki                               |       7.94
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   27675924
    num misses                       |        132
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   94572645
    num misses                       |    1205748
    miss rate                        |      1.27%
    mpki                             |       4.82
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   27675924
    num cache misses                 |        830
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   94572645
    num cache misses                 |   11364924
    miss rate                        |     12.02%
    mpki                             |      45.46
  Cache L2                           |           
    num cache accesses               |   12977380
    num cache misses                 |    1992160
    miss rate                        |     15.35%
    mpki                             |       7.97
DRAM summary                         |           
  num dram accesses                  |    9965108
  average dram access latency (ns)   |    1733.83
  average dram queueing delay        |    1670.02
  average dram bandwidth utilization |     47.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
