                                     | Core 0    
  Instructions                       |  249999882
  Cycles                             |  536613160
  IPC                                |       0.47
  Time (ns)                          |  157827400
  Idle time (ns)                     |        -51
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   44294545
  num incorrect                      |    2060240
  misprediction rate                 |      4.44%
  mpki                               |       8.24
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   27616457
    num misses                       |        137
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   94787241
    num misses                       |    1280840
    miss rate                        |      1.35%
    mpki                             |       5.12
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   27616457
    num cache misses                 |        806
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   94787241
    num cache misses                 |   11452284
    miss rate                        |     12.08%
    mpki                             |      45.81
  Cache L2                           |           
    num cache accesses               |   13067500
    num cache misses                 |    2057445
    miss rate                        |     15.74%
    mpki                             |       8.23
DRAM summary                         |           
  num dram accesses                  |    9945796
  average dram access latency (ns)   |    4657.69
  average dram queueing delay        |    4588.88
  average dram bandwidth utilization |     63.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
