                                     | Core 0    
  Instructions                       |  249999895
  Cycles                             |  676030160
  IPC                                |       0.37
  Time (ns)                          |  198832400
  Idle time (ns)                     |        -69
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   41554335
  num incorrect                      |    3241037
  misprediction rate                 |      7.24%
  mpki                               |      12.96
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   29935863
    num misses                       |        111
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   93219489
    num misses                       |    1173291
    miss rate                        |      1.26%
    mpki                             |       4.69
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   29935863
    num cache misses                 |        828
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   93219489
    num cache misses                 |   13097454
    miss rate                        |     14.05%
    mpki                             |      52.39
  Cache L2                           |           
    num cache accesses               |   14863024
    num cache misses                 |    2825655
    miss rate                        |     19.01%
    mpki                             |      11.30
DRAM summary                         |           
  num dram accesses                  |   12850573
  average dram access latency (ns)   |    4031.14
  average dram queueing delay        |    3962.33
  average dram bandwidth utilization |     64.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
