                                     | Core 0    
  Instructions                       |  249999898
  Cycles                             |  408827220
  IPC                                |       0.61
  Time (ns)                          |  120243300
  Idle time (ns)                     |        -35
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   41844459
  num incorrect                      |    2744234
  misprediction rate                 |      6.15%
  mpki                               |      10.98
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   29643092
    num misses                       |        113
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   95063969
    num misses                       |    1116726
    miss rate                        |      1.17%
    mpki                             |       4.47
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   29643092
    num cache misses                 |        803
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   95063969
    num cache misses                 |   11830340
    miss rate                        |     12.44%
    mpki                             |      47.32
  Cache L2                           |           
    num cache accesses               |   13456049
    num cache misses                 |    2404431
    miss rate                        |     17.87%
    mpki                             |       9.62
DRAM summary                         |           
  num dram accesses                  |   11233963
  average dram access latency (ns)   |    1899.02
  average dram queueing delay        |    1835.21
  average dram bandwidth utilization |     46.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
