                                     | Core 0    
  Instructions                       |  249999900
  Cycles                             |  530000840
  IPC                                |       0.47
  Time (ns)                          |  155882600
  Idle time (ns)                     |        -94
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   43972468
  num incorrect                      |    4304782
  misprediction rate                 |      8.92%
  mpki                               |      17.22
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   28150397
    num misses                       |        100
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   84676226
    num misses                       |     798100
    miss rate                        |      0.94%
    mpki                             |       3.19
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   28150397
    num cache misses                 |        750
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   84676226
    num cache misses                 |    9040085
    miss rate                        |     10.68%
    mpki                             |      36.16
  Cache L2                           |           
    num cache accesses               |    9954499
    num cache misses                 |    2237224
    miss rate                        |     22.47%
    mpki                             |       8.95
DRAM summary                         |           
  num dram accesses                  |    8664415
  average dram access latency (ns)   |    8041.88
  average dram queueing delay        |    7973.07
  average dram bandwidth utilization |     55.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
