                                     | Core 0    
  Instructions                       |  249999900
  Cycles                             |  526077580
  IPC                                |       0.48
  Time (ns)                          |  154728700
  Idle time (ns)                     |         -7
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   44561266
  num incorrect                      |    1983927
  misprediction rate                 |      4.26%
  mpki                               |       7.94
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   27675924
    num misses                       |        132
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   94572645
    num misses                       |    1205748
    miss rate                        |      1.27%
    mpki                             |       4.82
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   27675924
    num cache misses                 |        830
    miss rate                        |      0.00%
    mpki                             |       0.00
  Cache L1-D                         |           
    num cache accesses               |   94572645
    num cache misses                 |   11364918
    miss rate                        |     12.02%
    mpki                             |      45.46
  Cache L2                           |           
    num cache accesses               |   12979250
    num cache misses                 |    2017117
    miss rate                        |     15.54%
    mpki                             |       8.07
DRAM summary                         |           
  num dram accesses                  |    9903548
  average dram access latency (ns)   |    4534.16
  average dram queueing delay        |    4465.35
  average dram bandwidth utilization |     64.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
