                                     | Core 0    
  Instructions                       |  249999885
  Cycles                             |  160020660
  IPC                                |       1.56
  Time (ns)                          |   47064900
  Idle time (ns)                     |        -87
  Idle time (%)                      |      -0.0%
Branch predictor stats               |           
  num correct                        |   37199745
  num incorrect                      |    1684897
  misprediction rate                 |      4.33%
  mpki                               |       6.74
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   37992059
    num misses                       |     414533
    miss rate                        |      1.09%
    mpki                             |       1.66
  D-TLB                              |           
    num accesses                     |  114657382
    num misses                       |     398872
    miss rate                        |      0.35%
    mpki                             |       1.60
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   37992059
    num cache misses                 |      78449
    miss rate                        |      0.21%
    mpki                             |       0.31
  Cache L1-D                         |           
    num cache accesses               |  114657382
    num cache misses                 |    1250216
    miss rate                        |      1.09%
    mpki                             |       5.00
  Cache L2                           |           
    num cache accesses               |    1359842
    num cache misses                 |     114586
    miss rate                        |      8.43%
    mpki                             |       0.46
DRAM summary                         |           
  num dram accesses                  |     409493
  average dram access latency (ns)   |      72.92
  average dram queueing delay        |       9.11
  average dram bandwidth utilization |      4.00%
Coherency Traffic                    |           
  num loads from dram                |          0
  num loads from dram cache          |          0
  num loads from remote cache        |          0
